mahjong;cambodia
tobacco;toronto
domestic_goat;john_cabot
huntington%27s_disease;colima_%28volcano%29
stonehenge;darth_vader
hurricane_mitch;snow
republic_of_ireland;tide
fascism;mozilla_firefox
anteater;baroque
kenya;nintendo_entertainment_system
united_states_bill_of_rights;millard_fillmore
battle_of_sitka;employment
aircraft;euclid
varanasi;palladium
space_shuttle_endeavour;tourism
qin_shi_huang;perl
pikachu;alexander_hamilton
alberto_santos-dumont;gulf_of_mexico
republic_of_ireland;lake_malawi
jersey;capitalism
john_logie_baird;gold_standard
john_calvin;suriname
william_iii_of_england;federated_states_of_micronesia
propaganda;eyelid
boltysh_crater;lord%27s_resistance_army
history_of_science;glasgow
james_i_of_england;international_court_of_justice
rama;african_great_lakes
fatty_acid;paprika
nobel_peace_prize;poland
skiing;shroud_of_turin
daniel_day-lewis;mao_zedong
e._e._cummings;sun
imagism;ununhexium
the_absent-minded_beggar;tree_frog
last_supper;sulfur
2005_sumatra_earthquake;geometry
looney_tunes;sorghum
european_union;khartoum
feather;cape_town
krill;sandy_koufax
politics;cricket
sudoku;nationalism
sesame_street;adolf_hitler
3rd_century;colombia
dundee;gliese_876_d
14th_century;john_f._kennedy
dominican_republic;nahuatl_language
selenium;invertebrate
raven;british_monarchy
stroke;sorghum
science;super_mario_bros.
millard_fillmore;australian_rules_football
democratic_republic_of_the_congo;jaws_%28film%29
apple;money
canadian_english;music_of_hungary
athens;jordan_river
augustan_literature;budapest
amazon_basin;swastika
conakry;fox
consumer_protection;william_iii_of_england
microsoft;bill_gates
natural_disaster;neodymium
beetle;argon
eldfell;summer
pelycosaur;edward_gibbon
frankfurt;lake_tahoe
el_lissitzky;christopher_columbus
david_livingstone;list_of_french_monarchs
music_of_new_zealand;mercury_%28planet%29
vampire_bat;citrus
robinson_crusoe;glasgow
peterborough_chronicle;stock
carbon;riyadh
evolution;god
cello;pong
electronics;meteorological_history_of_hurricane_katrina
myxobolus_cerebralis;bras%c3%adlia
chestnut;geometry
merrimack_river;scots_language
isaac;onion
edward_v_of_england;zebra
order_of_canada;hern%c3%a1n_cort%c3%a9s
roentgenium;nuclear_weapon
emacs;j._r._r._tolkien
human_dignity;brunei
pythagorean_theorem;piano
greg_lemond;california
african_grey_parrot;cosmic_microwave_background_radiation
jackal;1755_lisbon_earthquake
yemen;homer
speech_synthesis;lion
antarctic_krill;heron
darmstadtium;prime_minister_of_the_united_kingdom
vitus_bering;montserrat
engineering;switzerland
mount_everest;shenzhou_6
berlin_wall;honey_bee
kookaburra;battle_of_lechaeum
atlantic_ocean;soybean
bean;ice
axe;iron
niagara_falls;universe
tamarind;ivory
jack_kerouac;iodine
biosphere;north_sea
john_flamsteed;borage
cotopaxi;libertarianism
wars_of_the_roses;humpback_whale
down_syndrome;john_flamsteed
4-4-0;eris_%28dwarf_planet%29
guyana;diego_garcia
guinea;edward_iii_of_england
cerebellum;boolean_logic
serbia;rain
vulgar_latin;global_warming
angkor;nintendo
princeton_university;hudson_bay
tokyo;time
j._m._w._turner;mass_media
yemen;berlin
ulysses_s._grant;the_hobbit
the_anarchy;paris
double-decker_bus;pan_am_flight_103
walrus;mars
flood;tokyo
rosetta_stone;istanbul
pitcairn_islands;university_of_cambridge
lord_voldemort;battle_of_gettysburg
david_beckham;frog
armadillo;paul_mccartney
south_georgia_and_the_south_sandwich_islands;woodrow_wilson
sumer;dandelion
andrew_dickson_white;visual_arts
definition_of_planet;great_red_spot
timur;taipei
erwin_rommel;northwest_africa
moon;church_of_england
banksy;tin
4_vesta;history_of_south_africa_in_the_apartheid_era
pinworm;melbourne
stephen_hawking;central_african_republic
lightning_rod;swastika
tunisia;4th_century
microsoft;apple
bonobo;agriculture
miami%2c_florida;california
the_lorax;boat
northern_ireland;lake_kariba
niagara_falls;roman_greece
dominican_republic;asteroid
soukous;ku_klux_klan
avocado;tripoli
high_german_consonant_shift;sikhism
laurent_fignon;split_infinitive
rock_of_gibraltar;celtic_f.c.
bbc_television_drama;charles_dickens
wall_street;compact_disc
scotland_in_the_high_middle_ages;ireland
europium;trapdoor_spider
sauroposeidon;james_k._polk
board_game;voting
stephen_harper;british_english
cryptography;star_wars_episode_iv__a_new_hope
biofuel;history_of_south_africa_in_the_apartheid_era
world_health_organization;compact_disc
pontiac%27s_rebellion;madrid
iran;minoan_civilization
onion_dome;winston_churchill
the_legend_of_zelda_series;thucydides
olive_oil;english_language
river;cold_war
order_of_the_thistle;gliese_876_c
guernsey;park
casablanca_%28film%29;petroleum
frankfurt;paul_mccartney
l._s._lowry;amsterdam
menstrual_cycle;guernsey
manufacturing;electron_beam_welding
boris_becker;john_flamsteed
sundew;virgil
northwest_africa;optical_fiber
uranium;tropical_storm_lee_%282005%29
gilles_villeneuve;israel
nelson_mandela;treaty_of_versailles
eilmer_of_malmesbury;calligraphy
berlin_wall;peru
flamingo;uranus
africa;aids
domestic_goat;flower
indus_valley_civilization;pikachu
hurricane_david;mars
southampton;gnu
mathematics;italy
mars_reconnaissance_orbiter;waste_management
wikipedia;central_african_republic
nottingham;u.s._open_%28tennis%29
carl_jung;weed
super_chief;nicaragua
ancient_history;chicago
dune;san_jose%2c_california
lake_district;meat
saudi_arabia;lagos
prime_number;hebrew_calendar
algiers;55_cancri_e
royal_parks_of_london;harvest
alpaca;hurricane_katrina
race;library_of_alexandria
continent;kigali
boy_scout;mesopotamia
raney_nickel;crystal
19th_century;code_of_hammurabi
redwing;music
inca_empire;ben_nevis
pac-man;tokyo
keira_knightley;bohemian_rhapsody
21st_century;baghdad
lyndon_b._johnson;iraq
grover_cleveland;global_city
mass_media;asteroid
pluto;athena
pelycosaur;women%27s_rights
cotswolds;battle_of_tours
18th_century;language
optical_microscope;carrot
canterbury_cathedral;gender
hurricane_andrew;clarinet
light;australia
cat;scouting
list_of_elements_by_name;neodymium
blaise_pascal;recycling
wright_brothers;arsenic
lake_toba;london_zoo
sitting_bull;saint_helena
roman_mythology;republic_of_the_congo
southampton;saturn_v
north_america;currency
film;carrot
henrik_ibsen;world_war_i
calgary;yuri_gagarin
oil_reservoir;rosa_parks
goose;kenya
great_lakes_storm_of_1913;giraffe
ice_hockey;isaac
battle_of_grunwald;shaka
stanley_baldwin;antimony
celtic_mythology;barium
philosophy;william_renshaw
sesame_street;the_anarchy
yamoussoukro;united_arab_emirates
zulu;doom
history_of_greece;piano
middle_ages;mississippi_river
vietnam_war;guatemala
skylark;lithuania
ayaan_hirsi_ali;cardiff
camarasaurus;amish
malaria;cloud
cyclops;tropical_cyclone
principality;finland
communism;pond
autumn;strontium
meteor;rss_%28file_format%29
extraterrestrial_life;adolf_hitler
privy_council_of_the_united_kingdom;chocolate
winston_churchill;moon_landing
tiger_shark;mikhail_gorbachev
desert;manchester_united_f.c.
star_trek__the_original_series;ice_sheet
radio_telescope;denmark
liverpool_and_manchester_railway;mumbai
child;rock_of_gibraltar
benjamin_franklin;lanthanum
egypt;juice
aleksandr_pushkin;james_buchanan
western_front_%28world_war_i%29;ultimatum_game
military_dictatorship;gone_with_the_wind_%28film%29
quark;mayotte
blaise_pascal;british_empire
pony;mexico_city
cheese;brain
hubble_space_telescope;bacteria
david_attenborough;nitrogen
psr_b1620-26c;pope
myanmar;louis_xiv_of_france
luxembourg;south_america
fyodor_dostoevsky;george_w._bush
wright_brothers;united_states_declaration_of_independence
xenon;sydney
wake_island;united_states_virgin_islands
mormon_trail;bbc_television_drama
mammoth_cave_national_park;iridium
box_jellyfish;communication
soils_retrogression_and_degradation;airbus
chess;super_mario_bros.
16_cygni_bb;attention-deficit_hyperactivity_disorder
royal_geographical_society;leeds
sony;adolf_hitler
tree_sparrow;saurischia
irish_sea;american_samoa
western_roman_empire;indo-greek_kingdom
warsaw;machu_picchu
great_white_shark;sony
whale_shark;apollo
sweden;adolf_hitler
donald_knuth;insulin
great_wall_of_china;pope
vasco_da_gama;arab-israeli_conflict
peter_grimes;tropical_storm_bonnie_%282004%29
sport;google
east-west_schism;tibet
mahjong;tantalum
code_of_hammurabi;women%27s_rights
mount_rushmore;black_sea
vampire_bat;architecture
tiger_woods;promethium
formic_acid;aztec
lake_toba;mexico_city
grease_%28film%29;newark%2c_new_jersey
peru;yuri_gagarin
olmec;bill_gates
bread;australian_english
giganotosaurus;scattered_disc
jupiter;miami%2c_florida
potassium_nitrate;utrecht_%28city%29
nicolaus_copernicus;mosaic
saxophone;civil_society
iguanodon;thorium
cape_town;amazon_river
tripoli;vulgar_latin
animal_law;brazil
supply_and_demand;vanilla
third_servile_war;psr_b1620-26c
saudi_arabia;banknote
nouakchott;boron
puerto_rico;literature
charles_darwin;indonesian_language
krag-j%c3%b8rgensen;biology
margin_of_error;volcano
necktie;integrated_circuit
euro;european_union
oleg_of_novgorod;jackie_robinson
mistle_thrush;benjamin_franklin
whale;psr_b1620-26c
voltaire;animal
privy_council_of_the_united_kingdom;the_lord_of_the_rings
radar;heat
kookaburra;history_of_greece
saffron;antimony
heard_island_and_mcdonald_islands;snow
california;adolf_hitler
history_of_greece;algebra
gorilla;flemish_people
fashion;mauritius
matrix_%28mathematics%29;czech_republic
nintendo;battle_of_bicocca
alpaca;abbey_theatre
monopoly_%28game%29;united_arab_emirates
allah;fertilizer
rain;crimean_war
canadian_house_of_commons;the_beatles_discography
pride_and_prejudice;trinity_college%2c_cambridge
platypus;californium
autism;asparagus
the_beatles_discography;charles_dickens
glass;heracles
first_crusade;athens
mount_nyiragongo;magma
aarhus;aluminium_chloride
pony;fungus
crocodile;afghanistan
prostate_cancer;tourism
isaac_newton;day
top_of_the_pops;ammonia
claudius;hippocrates
pompeii;oregon
marseille;guangzhou
elizabeth_ii_of_the_united_kingdom;tribe
dna;jerusalem
crime;oat
cambodia;tibet
duran_duran;full_moon
chestnut;mississippi_river
mount_vesuvius;k%c4%ablauea
barcelona;employment
archimedes;apostolic_succession
cattle;niagara_falls
auto_racing;space_invaders
linux;scattered_disc
slavic_mythology;tribe
ernest_hemingway;california
karachi;benito_mussolini
bodyline;wayne_rooney
book;baseball
fossil;t._s._eliot
glacier;energy
scientific_classification;abuja
thor;renminbi
roman_villa;joan_of_arc
ramsgate;shark
charles_etienne_brasseur_de_bourbourg;mahabharata
magnet;frankfurt
black_death;maghreb
chicken;light
salsa_music;austria
greek_war_of_independence;15th_century
shenzhou_spacecraft;pottery
lithuania;vulgar_latin
dualism_%28philosophy_of_mind%29;beryllium
crystal;history_of_nuclear_weapons
wayne_rooney;snowball_earth
barracuda;latin_america
tim_berners-lee;blue_whale
tuatara;penguin
baroque;tyrannosaurus
ernest_hemingway;henry_vi_of_england
invertebrate;gray_reef_shark
henry_v_of_england;music
gibraltar;black_hole
ordovician;dresden
beetle;vladimir_lenin
3rd_century;ben_jonson
tree_frog;propaganda
vietnam_war;merrimack_river
david_beckham;the_origin_of_species
nicolaus_copernicus;belarus
dodo;history_of_computing_hardware
south_africa;canadian_football
christianity;mount_vesuvius
iraq;pyrite
house;redshift
hebrew_calendar;accountancy
middle_east;google
crime;chew_stoke
kosovo;zebra_shark
batman;the_beatles
tropical_storm_bonnie_%282004%29;somalia
space_shuttle_columbia;mount_nyiragongo
aphid;arsenal_f.c.
antoine_lavoisier;president_of_the_united_states
anemia;asia
geography_of_ireland;special_relativity
wikipedia;jimmy_wales
madama_butterfly;naval_battle_of_guadalcanal
tank;ununoctium
herbivore;african_penguin
bolivia;universe
ordinal_number;hubble_space_telescope
chemical_synapse;the_temptations
australia;persian_gulf
arab_league;persian_empire
millard_fillmore;olive_oil
malaria;propaganda
god;prime_minister_of_the_united_kingdom
revolution;loch_ness
optical_telescope;sputnik_2
mexico_city;maize
horse;c%c3%b4te_d%27ivoire
montevideo;antananarivo
lake_mead;wasabi
mancala;gauss%27s_law
ipod;croatia
scent_of_a_woman;desmond_tutu
dandelion;soil
recorder;algebra
batman;banana
pyongyang;fresh_water
nuclear_power;jew
genetic_code;ocean
renminbi;missouri_river
moon;mars
missouri_river;steel
great_auk;viking
earl_of_shaftesbury;crystal
william_iv_of_the_united_kingdom;semiconductor_device
thomas_pynchon;columbia_river
climate_change;flag_of_the_republic_of_china
alexander_the_great;isaac_newton
roman_mythology;taoism
popular_culture_studies;library
guinea;spain
montreal;houston%2c_texas
humpback_whale;global_warming
numismatics;zebra
i_want_to_hold_your_hand;william_i_of_england
goose;russia
differential_equation;mind
benito_mussolini;delhi
schizophrenia;flood
the_hitchhiker%27s_guide_to_the_galaxy;czech_republic
odysseus;animation
arsenic;britney_spears
mount_st._helens;chris_evert
jump_rope;cuba
climate;wall_street
isaac_newton;latin_america
pinworm;55_cancri_d
kolkata;gas_giant
baseball;egypt
sarajevo;cassowary
netherlands_antilles;rainbow
sputnik_program;anglican_church_of_australia
henry_rollins;arnold_schwarzenegger
ethiopia;telephone_exchange
morocco;helen
john_vanbrugh;creationism
animal_law;south_china_sea
planetary_nebula;bridge
economics;mathematics
judaism;electric_charge
henry_james;basketball
ichthyosaur;melbourne
phonograph_cylinder;electrical_engineering
henry_ii_of_england;gypsum
death_valley_national_park;black_hole
archimedes;battle_of_the_eastern_solomons
color;lemon
argan;gabon
ipswich;2003_atlantic_hurricane_season
music_of_hungary;music_of_the_united_states
punctuated_equilibrium;pyotr_ilyich_tchaikovsky
horse;communism
zx_spectrum;retinol
amber;baboon
2004_atlantic_hurricane_season;buckminster_fuller
bluetooth;business
alexander_graham_bell;ramesses_ii
dunnock;glynn_lunney
phishing;ozone_depletion
theatre_in_the_round;dubai
paul_of_tarsus;venus
mercantilism;bissau
samoa;mexico_city
hebrew_calendar;tuberculosis
wave;baseball
william_shakespeare;radio_telescope
bay_area_rapid_transit;s%c3%a3o_paulo
starling;laos
astatine;chicago
atom;iraq
transport;norway
the_x-files;george_w._bush
nouakchott;iraq
styracosaurus;cookiecutter_shark
anglo-saxon_literature;german_language
laurence_olivier;cricket
anatomy;cotton
piccadilly_circus;giraffe
atlantic_ocean;seed
rwandan_genocide;puerto_rico
paul_mccartney;nikolai_rimsky-korsakov
fossil_record;ordovician
global_city;jonah_lomu
crimean_karaites;genetics
great_red_spot;ankylosaurus
southern_africa;scots_language
san_jose%2c_california;almaty
history_of_greece;ape
canadian_senate;tide
darth_vader;eastern_orthodox_church
lindisfarne_gospels;parliament_of_canada
the_gambia;quetzalcoatl
blue_jay;virus
flag_of_belarus;hebrew_language
beijing;geneva
precambrian;moldova
speech_synthesis;ulysses_s._grant
corinthian_war;witold_pilecki
california_southern_railroad;central_african_republic
gregor_mendel;chinese_language
atheism;flat_earth
sony;theropoda
3_juno;aluminium
mario;sheikh_mujibur_rahman
saudi_arabia;united_kingdom
super_mario_64;baltic_sea
chew_magna;miami%2c_florida
african_grey_hornbill;czech_republic
globe_theatre;george_w._bush
philadelphia;cataract
string_theory;bosnia_and_herzegovina
literature;19th_century
anemia;carboniferous
robinson_crusoe;eye_%28cyclone%29
dilophosaurus;yenisei_river
tiger;duran_duran
shanghai;algiers
nouakchott;apollo_8
el_salvador;rubidium
anne_frank;thorium
mauritania;islam
bhutan;suriname
lithium;harry_s._truman
nintendo_ds;paul_c%c3%a9zanne
analytical_marxism;human
sugarcane;tank
democracy;diego_maradona
trigonometry;rome
isospin;cape_verde
bluetooth;panama
beirut;vertebrate
middle_ages;snowdonia
greek_war_of_independence;dominican_republic
rail_transport;oman
animal_law;west_flemish
double-decker_bus;organism
ottawa;apollo_8
utrecht_%28city%29;igor_stravinsky
lake_vostok;common_tern
thucydides;bald_eagle
dixie_mission;climate
pyramid;bean
zionism;libertarianism
magma;mammal
nottingham;list_of_u.s._states_by_date_of_statehood
delhi;minnesota
rembrandt;basking_shark
hundred_years%27_war;munich
aristotle;list_of_vegetable_oils
mining;glynn_lunney
naked_mole_rat;george_w._bush
trans-siberian_railway;thomas_becket
dr._seuss;new_caledonia
naval_battle_of_guadalcanal;hebrew_calendar
basic;paris
pink_pigeon;henry_purcell
james_joyce;anne_frank
the_merchant_of_venice;george_vi_of_the_united_kingdom
johnny_appleseed;pompeii
dante_alighieri;congo_river
tern;seychelles
water_purification;dolphin
galeras;motion_%28physics%29
amazon_parrot;george_washington
tantalum;eruption_column
cornell_university;cane_toad
turkey;iron
vole;windows_vista
montreal;fern
ununbium;south_africa
laos;league_of_nations
police_state;african_slave_trade
habsburg_spain;shroud_of_turin
cider;canadian_house_of_commons
david_attenborough;otto_von_bismarck
zebra_shark;imperial_japanese_navy
sparrowhawk;river
canaletto;star_wars_episode_iv__a_new_hope
port_louis;manganese
magic__the_gathering;edward_vii_of_the_united_kingdom
philip_ii_of_spain;george_iii_of_the_united_kingdom
claudius;sheffield
peaceful_coexistence;super_chief
family;zuid-gelders
grenada;monkey
cape_horn;nigeria
river;middle_east
list_of_french_monarchs;dunnock
doom;bicycle
guatemala;saturn
orca;science
meat;basketball
tooth_enamel;accountancy
soybean;bean
alligator;ethanol
human_dignity;recorder
europium;pea
snow_goose;chemistry
niagara_falls;the_rolling_stones
fungus;egg_%28food%29
josephus;ice_age
sickle-cell_disease;american_civil_war
ward_cunningham;history_of_post-soviet_russia
w._mark_felt;arthropod
stargate_sg-1;jerusalem
johannes_kepler;ottawa
achilles;nineteen_eighty-four
planetary_habitability;albania
code_of_hammurabi;immanuel_kant
pythagorean_theorem;miranda_otto
william_butler_yeats;franz_kafka
biodiesel;open_source
house_sparrow;marshall_plan
nurse_sharks;greenland
rapping;cape_horn
cricket;buddha
navassa_island;sydney
pumpkin;doctor_who
johann_pachelbel;cook_islands
quantity;vanilla
gettysburg_address;world_war_i
malaria;7th_century
photography;poetry
magic__the_gathering;cayman_islands
peanut;pumpkin
order_of_st._patrick;aachen
federal_bureau_of_investigation;meteor
podcasting;anatomy
mars_reconnaissance_orbiter;animal_law
harald_maddadsson;20th_century
pumpkin;caesium_fluoride
henry_morrison_flagler;computer
mysticism;alchemy
hyena;cape_verde
age_of_enlightenment;peace
waheguru;bill_gates
protoceratops;sierra_leone
medieval_literature;transit_of_venus
comet_shoemaker-levy_9;lerwick
athena;morocco
volleyball;west_virginia
tajikistan;pok%c3%a9mon_trading_card_game
sumac;american_samoa
santorini;hampshire
mir;darmstadtium
epaminondas;game_theory
tropical_storm_matthew_%282004%29;wood
steel;the_hague
conflict;mauna_loa
constitutional_monarchy;azerbaijani_people
alco_fa;liverpool_and_manchester_railway
detroit%2c_michigan;george_washington
airbus_a380;palau
wikipedia;indian_ocean
bob_dylan;barbary_macaque
rome;london_underground
san_diego_electric_railway;russian_language
imperative_programming;bhutan
soil_science;rainforest
hippocrates;india
australian_green_tree_frog;pyramid
buddhism;rosa_parks
battle_of_the_santa_cruz_islands;sorrel
nobel_peace_prize;electric_field
afrikaans;christianity
bangalore;genetic_code
massospondylus;edward_ii_of_england
universe;soil
beryllium;physics
nuclear_weapon;hebrew_calendar
dance;organization
athens;augustine_of_hippo
netherlands;john_tyler
snow_goose;james_buchanan
whale;milk
stonehenge;parrot
bontebok;the_hague
chives;thomas_aquinas
the_lion_king;herbert_hoover
henry_ii_of_england;parliament_of_canada
market;flemish_dialects
pok%c3%a9mon_trading_card_game;rss_%28file_format%29
nurse_sharks;potassium
yellow_fever;auto_racing
death_valley_national_park;silver
55_cancri;gas_giant
ottawa;nazi_germany
insect;north_korea
carl_jung;dice
space_shuttle_program;algerian_civil_war
18th_century;sumer
phosphorus;afghanistan
leif_ericson;weed
electromagnetic_radiation;book_of_common_prayer
schizophrenia;celery
galveston_hurricane_of_1900;ludwig_van_beethoven
hubble_deep_field;bassoon
zoroaster;isis
czech_republic;australian_green_tree_frog
capitalism;guinness
world_war_ii;linux
bangladesh;giganotosaurus
giganotosaurus;technetium
the_waste_land;crustacean
rock_of_gibraltar;kazakhstan
zebra_shark;biology
derby;ren%c3%a9_descartes
actor;seaborgium
wasp;sumac
darfur_conflict;2005_kashmir_earthquake
snowdonia_national_park;weather
william_mahone;fish
danube;mogadishu
comet_hale-bopp;american_civil_war
british_isles;battle_of_amiens
venus;mars
britney_spears;water
william_iv_of_the_united_kingdom;space_station
puerto_rico;hellenistic_greece
rain;day
richard_stallman;afrikaans
gaur;milky_way
philadelphia;chocolate
theodore_roosevelt;language
amtrak;world_health_organization
pre-raphaelite_brotherhood;quantum_computer
education_in_the_united_states;cameroon
romania;cyprus
topology;light
sakurajima;naval_battle_of_guadalcanal
heracles;central_processing_unit
parliament_of_canada;emu
bee;sun
edible_salt;rosa_parks
hurricane_david;planet
train;kiribati
doctor_who;elephant
angkor;channel_islands
dog;african_grey_parrot
victoria%2c_seychelles;sunflower
hydrology;space_station
box_jellyfish;city_status_in_the_united_kingdom
god;cretaceous
english_poetry;yak
beaver;shark
cretaceous;horse
african_grey_parrot;green_woodpecker
sphere;saturn_v
the_wall_street_journal;lead
duran_duran;doha
rapping;newark%2c_new_jersey
folklore;binary_star
bible;kerala
fern;frankfurt
population_history_of_american_indigenous_peoples;battle_of_britain
ireland;canada
fedora_core;sundew
kigo;the_godfather
barbary_lion;whale
cloud;animal
society_of_merchant_venturers;guglielmo_marconi
boudica;americium
mark_antony;archaeopteryx
giganotosaurus;17th_century
mountain_gorilla;irish_sea
giant_panda;world_war_ii
brisbane;sound
cancer;mary_i_of_scotland
the_rolling_stones;special_relativity
grand_canal_of_china;milky_way
weed;strontium
pellagra;indus_river
jesus;roman_catholic_church
genoa;philippines
alcohol;political_science
the_lion%2c_the_witch_and_the_wardrobe;hurricane_mitch
invasion_of_grenada;british_english
plutonium;erwin_rommel
j._k._rowling;comet_shoemaker-levy_9
retreat_of_glaciers_since_1850;star_wars
georg_cantor;language
clock;irish_sea
picts;broadcasting
lusaka;edward_viii_of_the_united_kingdom
19th_century;antarctic_krill
basking_shark;electrical_resistance
nutrition;gas_metal_arc_welding
rail_transport_in_india;geology
mario;george_washington
the_blitz;steel
soil;ostrich
pluto;reza_shah
dam;irrigation
deity;effect_of_hurricane_katrina_on_new_orleans
nuclear_power;high_german_consonant_shift
vulgar_latin;istanbul
hubble_space_telescope;lake_turkana
basil;anguilla
buckminster_fuller;great_spotted_woodpecker
maglev_train;volleyball
cattle;eris_%28dwarf_planet%29
tuberculosis;battle_of_stalingrad
peter_i_of_russia;bay_area_rapid_transit
wikipedia;hawking_radiation
fencing;spring_%28season%29
greek_war_of_independence;pneumonia
jyllands-posten_muhammad_cartoons_controversy;congo_river
ghana;asparagus
yenisei_river;steel
history_of_south_carolina;fertilizer
liverpool_and_manchester_railway;sauroposeidon
the_beatles_discography;las_vegas%2c_nevada
bottlenose_dolphin;norwich
platypus;amsterdam
hurricane_camille;wright_brothers
egyptian_pyramids;asthma
soybean;gmail
shark;fidel_castro
christian_bale;trimurti
crime;karachi
perfect_number;light
gas_turbine-electric_locomotive;paleocene
world_war_ii;tay_rail_bridge
polymerase_chain_reaction;mali
film;fundamental_theorem_of_arithmetic
arctic_circle;abbasid
amber;north_america
tawny_owl;juice
grover_cleveland;tiger_shark
oppression;whale_shark
catherine_ii_of_russia;chad
rapping;ike_altgens
indian_cricket_team;wales
stargate_sg-1;croatia
list_of_rivers_by_length;human_rights
90377_sedna;buffy_the_vampire_slayer
day;hindi
pablo_picasso;bull_shark
dog;10th_century
2005_sumatra_earthquake;beaver
lyme_disease;south_africa
volcanic_pipe;americium
lemon_myrtle;fundamental_theorem_of_arithmetic
oat;middle_ages
ebony;liechtenstein
voting;rapping
thor;6th_century
famine;coal
turtle;world_heritage_site
gnu_project;wall_street
hello_garci_scandal;steel
nirvana_%28band%29;shenzhou_6
stargate_sg-1;tornado
margate;congo_river
canberra;west_bank
whale_song;tony_blair
city_status_in_the_united_kingdom;russian_language
eskimo;walrus
cactus;buddhism
chives;antarctic_treaty_system
george_eliot;t._s._eliot
northern_mariana_islands;michigan_state_university
jackie_robinson;galileo_galilei
dorset;agnosticism
the_holocaust;cyprus
fox;roman_empire
banana;automobile
great_comet;sleep
woodrow_wilson;microsoft_windows
friedrich_nietzsche;tropical_storm_odette_%282003%29
clothing;louis_armstrong
buddha;propaganda
geneva;ronald_reagan
alexander_hamilton;list_of_circulating_currencies
weasel;australian_rules_football
first_macedonian_war;upsilon_andromedae_c
greenland;birmingham
amazon_basin;claudius
meteorological_history_of_hurricane_katrina;hydrochloric_acid
vicia_faba;vertebrate
madagascar;tiger
music_of_spain;law
lake_edward;portugal
weather;adolf_hitler
retinol;great_lakes_storm_of_1913
dysprosium;nintendo
mathematics;arithmetic
sand;manchester
semiconductor;united_states_constitution
sparrowhawk;giant_panda
boat;karachi
anne_frank;continental_crust
vancouver;wood
mendip_hills;mechanical_work
chocolate;star
louis_armstrong;united_states_house_of_representatives
society_of_merchant_venturers;osama_bin_laden
stephen_of_england;education_in_the_united_states
german_language;florida
malcolm_ii_of_scotland;blitzkrieg
zirconium;cuba
where_did_our_love_go;novel
reptile;hurricane_georges
flag_of_hong_kong;franklin_d._roosevelt
prague;san_jose%2c_california
biosphere;hyde_park%2c_london
canadian_football;potassium_iodide
south_africa;greek_war_of_independence
writing;alexander_graham_bell
mythology;cotswolds
dilophosaurus;sparrow
east_africa;melbourne
montevideo;soviet_union
buddhism;great_comet_of_1882
lunar_eclipse;iran
synthesizer;confucius
antarctica;television
reza_shah;shenzhou_spacecraft
fifa_world_cup;joseph_stalin
the_legend_of_zelda_series;vietnam
mount_baker;voting
romulus_augustus;buckingham_palace
boston%2c_massachusetts;devonian
indian_cricket_team;church_of_england
silent_film;avocado
troodon;autocracy
monty_python;sun
beet;aircraft
stag_beetle;number
ammonia;holy_roman_empire
lemon_myrtle;charles_dickens
national_parks_of_england_and_wales;united_arab_emirates
kuala_lumpur;the_rolling_stones
leif_ericson;denis_law
celine_dion;brown_trout
still_game;raney_nickel
drought;telecommunication
iceland;superman
mammal;watling_street
tay_rail_bridge;baroque
music_of_spain;islam
hyena;shelduck
stephen_jay_gould;mount_nyiragongo
westminster_abbey;desert
history_of_democracy;industry
language;soddo_language
buddha;ape
iran;jazz
isle_of_wight;khazars
hoover_dam;hinduism
amarillo%2c_texas;thailand
mississippi_river;che_guevara
pluto;double-decker_bus
impressionism;newcastle_upon_tyne
pea;rhodium
arabic_language;j._j._thomson
nigeria;mercury_%28element%29
italian_war_of_1521;thomas_becket
full_moon;roman_empire
gnu_project;domestic_goat
jamaica;great_red_spot
chicken;ethics
paul_mccartney;still_game
yenisei_river;titanium
tsunami;california
demosthenes;electromagnetic_radiation
dysprosium;krazy_kat
stephen_hawking;abbot
black_rhinoceros;photosynthesis
juniper_berry;lerwick
convention_on_the_international_trade_in_endangered_species_of_wild_flora_and_fauna;miocene
orkney;chile
bill_gates;microsoft
cambridge;gibraltar
indian_cricket_team;wind
gerald_durrell;list_of_countries_by_system_of_government
gliding;trench_warfare
bernard_hinault;sardar_vallabhbhai_patel
cell_%28biology%29;chernobyl_disaster
photosynthesis;prostate_cancer
comet;rutherford_b._hayes
zion_national_park;jazz
monarchy;telephone
protoceratops;linux
baroque;ocean
anne_frank;latin_america
jocelin;hunger
harare;the_adventures_of_tintin
moon;liverpool_f.c.
microraptor;jamaica
nematode;theodore_roosevelt
stephen_jay_gould;hurricane_katrina
qin_shi_huang;ptolemy
laika;latin_alphabet
israel;sydney
battle_of_france;cyprus
jan_mayen;windsor_castle
whale;nile
belize;moon
brahman;fermium
eritrea;kigali
isambard_kingdom_brunel;latin_america
bologna;manchester_united_f.c.
santa_claus;australian_rules_football
panama;history_of_earth
great_rift_valley;zion_national_park
buddhist_art;jordan
the_hobbit;athens
ceres_%28dwarf_planet%29;argon
buckingham_palace;uganda
cloud;puerto_rico
vincent_van_gogh;nauru
james_lovelock;avalanche
imperial_japanese_navy;portugal
names_of_god_in_judaism;john_f._kennedy_assassination
marjoram;history_of_nuclear_weapons
industry;sugar
monaco;list_of_vegetable_oils
pearl;beach
hern%c3%a1n_cort%c3%a9s;tooth_development
